trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
261,1.1034244543333216,1.1815794403411723,0.18076803931959967,0.6643,9.98,-32.0,81.57,0
262,1.3131593458201127,0.38207894139415155,0.3996067611207455,0.5653,8.25,-25.25,64.35,0
263,1.1007339188626424,0.2596268342704817,0.2070130468946182,0.5316,6.33,-21.53,46.94,0
264,0.8176356343635617,0.09373007169643666,0.014917385049848741,0.4482,3.86,-16.74,26.78,0
265,0.8464786554071809,0.022840977380983896,0.08274387879088752,0.4424,3.93,-17.19,27.32,0
266,1.225183320850869,0.8497094828203055,0.36929019322869133,0.6462,9.82,-29.2,79.87,0
267,0.8171531711299788,1.0680233485412345,0.2969152740142238,0.6982,8.97,-26.03,71.39,0
268,0.6260263417466265,0.17246239374664096,0.34654771346485075,0.5728,4.75,-14.87,33.79,0
269,0.6729439364420781,0.608751241898452,0.49588723796435535,0.6685,7.3,-18.83,55.5,0
270,0.5040076047333395,0.019895762277068307,0.49654229096525326,0.4947,4.1,-17.34,28.66,0
271,1.0846388341341655,0.15229197062221575,0.4486510998770468,0.5331,6.69,-21.39,50.04,0
272,1.3803803001276922,0.6434404957336503,0.3108960149303783,0.5962,9.23,-29.49,73.95,0
273,0.7731871915008763,0.06062363564640618,0.2972838044454322,0.5121,4.65,-15.06,32.97,0
274,0.794755193202763,0.7963452559924223,0.4181225884213006,0.6875,8.27,-21.81,64.53,0
275,0.5181605439143641,0.7148565296228728,0.11564026984342612,0.6852,5.7,-17.99,41.54,0
276,1.3738884979038013,0.30439740787419417,0.30538506661770914,0.534,7.75,-25.95,59.65,0
277,1.0535408400896116,0.47539980007109867,0.33881038179989703,0.6052,7.59,-22.48,58.23,0
278,1.2257696347154339,0.6803253543832641,0.37921111859237705,0.6245,9.16,-27.27,73.27,0
279,1.4834170759929375,0.5031268654809661,0.25729152594276544,0.5568,8.73,-29.76,69.02,0
280,0.5124698779412132,0.955234267572454,0.2601150335229969,0.7082,7.18,-20.17,54.45,0
281,0.9079614303605652,0.11288635570727495,0.44482821083769863,0.5321,5.89,-19.73,43.16,0
282,0.8950072400405564,0.8190979178510644,0.07468707818407538,0.6356,7.41,-25.35,56.52,0
