trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
282,0.8950072400405564,0.8190979178510644,0.07468707818407538,0.8749,10.54,-18.88,87.42,0
283,1.4615496295410324,0.2141301141861971,0.09977099644974519,0.8009,12.21,-18.3,105.91,0
284,1.3589828605577137,1.0950992929703174,0.1060737037616507,0.879,15.16,-25.44,142.3,0
285,0.9698008881748279,0.8801938854753958,0.4391828669054008,0.8101,11.36,-21.01,96.34,0
286,0.8790526950373052,0.6204233842193151,0.37085820525986746,0.8132,9.64,-18.37,78.11,0
287,1.2311359766527954,0.9395521560313018,0.2849669093207632,0.8624,13.63,-22.41,122.76,0
288,0.6046150968047752,1.084767949053648,0.4327862696605141,0.7277,9.24,-23.37,74.07,0
289,1.298097435818333,0.11983497259287539,0.1021986835407146,0.7832,10.6,-16.39,88.11,0
290,1.243600365107652,0.02776811349833572,0.4896123168536398,0.6937,9.75,-24.29,79.22,0
291,0.8771446803556807,0.8631750404289883,0.44378554424402167,0.7955,10.57,-20.53,87.78,0
292,0.8946298881500823,0.38295898631959924,0.30437056444912336,0.8111,8.78,-16.47,69.53,0
293,1.0809893737480507,0.49096797314975654,0.3008873779338542,0.8322,10.66,-17.69,88.73,0
294,1.4353813695664948,0.5611683079519157,0.09837109037531566,0.8565,13.56,-17.99,121.9,0
295,0.8772059828830039,0.4729283791117423,0.06555434651310993,0.8731,8.99,-13.05,71.57,0
296,0.6628715005545549,0.8214744880724126,0.16973887710445135,0.8379,8.75,-18.07,69.18,0
297,1.4548983918558076,0.2923160944303289,0.04946225255241116,0.8171,12.49,-18.22,109.22,0
298,1.253504563000258,1.057243262301444,0.13905667843574393,0.8763,14.23,-24.37,130.34,0
299,0.702088101645478,0.22291936184530461,0.26100615068325617,0.7815,6.61,-13.78,49.4,0
